"","datayear","region","districttype","district","free","sped","lep","enrll"
"4057","12-13","Twin Cities","Independent","ST. ANTHONY-NEW BRIGHTON SCHOOLS",371,155,83,1762
"4058","12-13","Twin Cities","Independent","ST. FRANCIS PUBLIC SCHOOL DISTRICT",1477,501,131,4956
"4059","12-13","Twin Cities","Independent","ST. LOUIS PARK PUBLIC SCHOOL DIST.",1551,555,344,4485
"4060","12-13","Twin Cities","Independent","ST. PAUL PUBLIC SCHOOL DISTRICT",27108,5731,8803,37061
"4061","12-13","Twin Cities","Independent","STILLWATER AREA PUBLIC SCHOOL DIST.",1280,920,128,8089
"4062","12-13","Twin Cities","Independent","WACONIA PUBLIC SCHOOL DISTRICT",430,407,37,3559
"4063","12-13","Twin Cities","Independent","WATERTOWN-MAYER PUBLIC SCHOOL DIST.",356,213,11,1566
"4064","12-13","Twin Cities","Independent","WAYZATA PUBLIC SCHOOL DISTRICT",1626,871,190,10533
"4065","12-13","Twin Cities","Independent","WEST ST. PAUL-MENDOTA HTS.-EAGAN",1917,689,598,4667
"4066","12-13","Twin Cities","Independent","WESTONKA PUBLIC SCHOOL DISTRICT",561,271,10,2226
"4067","12-13","Twin Cities","Independent","WHITE BEAR LAKE SCHOOL DISTRICT",2432,878,341,7972
"4068","12-13","Twin Cities","Intermediate","INTERMEDIATE SCHOOL DISTRICT 287",526,737,57,1253
"4069","12-13","Twin Cities","Intermediate","INTERMEDIATE SCHOOL DISTRICT 917",233,377,0,612
"4070","12-13","Twin Cities","Intermediate","NORTHEAST METRO 916",346,391,0,616
"4071","12-13","Twin Cities","Secondary Facilities","EAST METRO INTEGRATION DISTRICT",448,137,76,784
"4072","12-13","Twin Cities","Secondary Facilities","METROPOLITAN LEARNING ALLIANCE",0,0,0,65
"4073","12-13","Twin Cities","Secondary Facilities","VALLEY CROSSING COMMUNITY SCHOOL",68,76,36,709
"4074","12-13","Twin Cities","Secondary Facilities","WEST METRO EDUCATION PROGRAM",430,117,21,1060
"4075","12-13","Twin Cities","Special","MINNEAPOLIS PUBLIC SCHOOL DIST.",22390,5621,8206,34387
"4076","12-13","Twin Cities","Special","SOUTH ST. PAUL PUBLIC SCHOOL DIST.",1488,472,205,3301
"4077","12-13","Twin Cities","Sped Coops","MN RIVER VALLEY SPECIAL ED. COOP.",55,105,0,118
"4078","12-13","Twin Cities","State Operated","PERPICH CENTER FOR ARTS EDUCATION",35,12,0,287
"4079","12-13","Twin Cities","Voc and Sped","CARVER-SCOTT EDUCATIONAL COOP.",85,78,0,171
"4080","12-13","Upper Minnesota Valley","Charter","CLARKFIELD CHARTER SCHOOL",44,13,0,61
"4081","12-13","Upper Minnesota Valley","Charter","E.C.H.O. CHARTER SCHOOL",92,33,0,155
"4082","12-13","Upper Minnesota Valley","Ed Districts","MN RIVER VALLEY EDUCATION DISTRICT",43,31,0,126
"4083","12-13","Upper Minnesota Valley","Independent","BENSON PUBLIC SCHOOL DISTRICT",285,161,10,886
"4084","12-13","Upper Minnesota Valley","Independent","CANBY PUBLIC SCHOOL DISTRICT",185,75,1,492
"4085","12-13","Upper Minnesota Valley","Independent","CLINTON-GRACEVILLE-BEARDSLEY",125,47,0,354
"4086","12-13","Upper Minnesota Valley","Independent","DAWSON-BOYD PUBLIC SCHOOL DISTRICT",197,89,4,494
"4087","12-13","Upper Minnesota Valley","Independent","KERKHOVEN-MURDOCK-SUNBURG",270,69,25,604
"4088","12-13","Upper Minnesota Valley","Independent","LAC QUI PARLE VALLEY SCHOOL DIST.",322,104,22,788
"4089","12-13","Upper Minnesota Valley","Independent","M.A.C.C.R.A.Y. SCHOOL DISTRICT",296,112,8,668
"4090","12-13","Upper Minnesota Valley","Independent","MONTEVIDEO PUBLIC SCHOOL DISTRICT",509,207,77,1293
"4091","12-13","Upper Minnesota Valley","Independent","ORTONVILLE PUBLIC SCHOOLS",223,59,0,490
"4092","12-13","Upper Minnesota Valley","Independent","YELLOW MEDICINE EAST",377,151,48,810
"4093","12-13","West Central","Charter","GLACIAL HILLS ELEMENTARY",71,23,0,121
"4094","12-13","West Central","Charter","LAKES AREA CHARTER SCHOOL",13,9,0,27
"4095","12-13","West Central","Ed Districts","RUNESTONE AREA ED. DISTRICT",59,25,0,110
"4096","12-13","West Central","Independent","ALEXANDRIA PUBLIC SCHOOL DISTRICT",1228,619,5,3848
"4097","12-13","West Central","Independent","ASHBY PUBLIC SCHOOL DISTRICT",98,31,0,245
"4098","12-13","West Central","Independent","BARNESVILLE PUBLIC SCHOOL DIST.",181,92,0,863
"4099","12-13","West Central","Independent","BATTLE LAKE PUBLIC SCHOOL DISTRICT",174,41,0,445
"4100","12-13","West Central","Independent","BRANDON PUBLIC SCHOOL DISTRICT",107,20,0,274
"4101","12-13","West Central","Independent","BRECKENRIDGE PUBLIC SCHOOL DISTRICT",257,145,9,685
"4102","12-13","West Central","Independent","BROWNS VALLEY PUBLIC SCHOOL DIST.",69,16,0,97
"4103","12-13","West Central","Independent","CAMPBELL-TINTAH PUBLIC SCHOOL DIST.",77,35,10,135
"4104","12-13","West Central","Independent","CHOKIO-ALBERTA PUBLIC SCHOOL DIST.",69,28,0,150
"4105","12-13","West Central","Independent","CYRUS PUBLIC SCHOOL DISTRICT",15,7,0,31
"4106","12-13","West Central","Independent","DETROIT LAKES PUBLIC SCHOOL DIST.",1162,529,13,2868
"4107","12-13","West Central","Independent","DILWORTH-GLYNDON-FELTON",386,134,32,1465
"4108","12-13","West Central","Independent","EVANSVILLE PUBLIC SCHOOL DISTRICT",75,11,0,163
"4109","12-13","West Central","Independent","FERGUS FALLS PUBLIC SCHOOL DISTRICT",810,311,7,2495
"4110","12-13","West Central","Independent","FRAZEE-VERGAS PUBLIC SCHOOL DIST.",464,164,2,899
"4111","12-13","West Central","Independent","HANCOCK PUBLIC SCHOOL DISTRICT",78,51,3,285
"4112","12-13","West Central","Independent","HAWLEY PUBLIC SCHOOL DISTRICT",149,112,45,938
"4113","12-13","West Central","Independent","HENNING PUBLIC SCHOOL DISTRICT",180,61,0,372
"4114","12-13","West Central","Independent","HERMAN-NORCROSS SCHOOL DISTRICT",40,11,0,93
"4115","12-13","West Central","Independent","LAKE PARK AUDUBON SCHOOL DISTRICT",277,84,0,669
"4116","12-13","West Central","Independent","MINNEWASKA SCHOOL DISTRICT",442,214,3,1068
"4117","12-13","West Central","Independent","MOORHEAD PUBLIC SCHOOL DISTRICT",2316,822,266,5542
"4118","12-13","West Central","Independent","MORRIS PUBLIC SCHOOL DISTRICT",307,174,35,1017
"4119","12-13","West Central","Independent","NEW YORK MILLS PUBLIC SCHOOL DIST.",299,95,0,685
"4120","12-13","West Central","Independent","OSAKIS PUBLIC SCHOOL DISTRICT",305,102,1,849
"4121","12-13","West Central","Independent","PARKERS PRAIRIE PUBLIC SCHOOL DIST.",201,67,0,521
"4122","12-13","West Central","Independent","PELICAN RAPIDS PUBLIC SCHOOL DIST.",465,125,101,913
"4123","12-13","West Central","Independent","PERHAM-DENT PUBLIC SCHOOL DISTRICT",544,197,13,1345
"4124","12-13","West Central","Independent","PINE POINT PUBLIC SCHOOL DISTRICT",0,15,0,53
"4125","12-13","West Central","Independent","ROTHSAY PUBLIC SCHOOL DISTRICT",114,25,0,261
"4126","12-13","West Central","Independent","ULEN-HITTERDAL PUBLIC SCHOOL DIST",88,48,0,302
"4127","12-13","West Central","Independent","UNDERWOOD PUBLIC SCHOOL DISTRICT",300,90,0,600
"4128","12-13","West Central","Independent","WEST CENTRAL AREA",304,97,0,714
"4129","12-13","West Central","Independent","WHEATON AREA PUBLIC SCHOOL DISTRICT",126,62,8,390
"4130","12-13","West Central","Service Coop","REGION 4-LAKES COUNTRY SERVICE COOP",21,0,0,37
"4131","12-13","West Central","Sped Coops","FERGUS FALLS AREA SP. ED. COOP.",8,21,0,27
"4132","12-13","West Central","Sped Coops","LAKE AGASSIZ SPECIAL ED. COOP.",6,6,0,6
"4133","12-13","West Central","Sped Coops","MIDWEST SPECIAL EDUCATION COOP.",0,0,0,0
"4134","13-14","Arrowhead","Charter","BIRCH GROVE COMMUNITY SCHOOL",13,4,0,22
"4135","13-14","Arrowhead","Charter","DULUTH PUBLIC SCHOOLS ACADEMY",580,192,7,1309
"4136","13-14","Arrowhead","Charter","EAST RANGE ACADEMY OF TECH-SCIENCE",74,35,0,93
"4137","13-14","Arrowhead","Charter","GREAT EXPECTATIONS",38,19,0,86
"4138","13-14","Arrowhead","Charter","HARBOR CITY INTERNATIONAL CHARTER",86,54,0,209
"4139","13-14","Arrowhead","Charter","MINISINAAKWAANG LEADERSHIP ACADEMY",0,14,0,39
"4140","13-14","Arrowhead","Charter","NORTH SHORE COMMUNITY SCHOOL",125,29,1,333
"4141","13-14","Arrowhead","Charter","NORTHERN LIGHTS COMMUNITY SCHOOL",77,37,0,92
"4142","13-14","Arrowhead","Charter","OSHKI OGIMAAG CHARTER SCHOOL",35,12,0,41
"4143","13-14","Arrowhead","Charter","VERMILION COUNTRY SCHOOL",46,21,0,64
"4144","13-14","Arrowhead","Cooperatives","NORTHLAND LEARNING CENTER",75,69,0,92
"4145","13-14","Arrowhead","Independent","AITKIN PUBLIC SCHOOL DISTRICT",531,163,0,1231
"4146","13-14","Arrowhead","Independent","BARNUM PUBLIC SCHOOL DISTRICT",289,104,0,807
"4147","13-14","Arrowhead","Independent","CARLTON PUBLIC SCHOOL DISTRICT",168,77,0,477
"4148","13-14","Arrowhead","Independent","CHISHOLM PUBLIC SCHOOL DISTRICT",309,100,1,712
"4149","13-14","Arrowhead","Independent","CLOQUET PUBLIC SCHOOL DISTRICT",1117,383,2,2463
"4150","13-14","Arrowhead","Independent","COOK COUNTY PUBLIC SCHOOLS",163,66,0,443
"4151","13-14","Arrowhead","Independent","CROMWELL-WRIGHT PUBLIC SCHOOLS",133,31,0,317
"4152","13-14","Arrowhead","Independent","DEER RIVER PUBLIC SCHOOL DISTRICT",600,172,0,868
"4153","13-14","Arrowhead","Independent","DULUTH PUBLIC SCHOOL DISTRICT",3957,1300,2,8628
"4154","13-14","Arrowhead","Independent","ELY PUBLIC SCHOOL DISTRICT",209,88,1,558
"4155","13-14","Arrowhead","Independent","ESKO PUBLIC SCHOOL DISTRICT",136,129,2,1211
"4156","13-14","Arrowhead","Independent","EVELETH-GILBERT SCHOOL DISTRICT",470,139,0,1104
"4157","13-14","Arrowhead","Independent","FLOODWOOD PUBLIC SCHOOL DISTRICT",102,64,0,265
"4158","13-14","Arrowhead","Independent","GRAND RAPIDS PUBLIC SCHOOL DISTRICT",1600,520,2,3973
"4159","13-14","Arrowhead","Independent","GREENWAY PUBLIC SCHOOL DISTRICT",528,193,0,1030
"4160","13-14","Arrowhead","Independent","HERMANTOWN PUBLIC SCHOOL DISTRICT",301,217,0,2009
"4161","13-14","Arrowhead","Independent","HIBBING PUBLIC SCHOOL DISTRICT",1147,357,4,2408
"4162","13-14","Arrowhead","Independent","HILL CITY PUBLIC SCHOOL DISTRICT",175,48,0,281
"4163","13-14","Arrowhead","Independent","INTERNATIONAL FALLS SCHOOL DISTRICT",410,134,9,1103
"4164","13-14","Arrowhead","Independent","LAKE SUPERIOR PUBLIC SCHOOL DIST.",481,207,0,1377
"4165","13-14","Arrowhead","Independent","LITTLEFORK-BIG FALLS SCHOOL DIST.",153,43,0,344
"4166","13-14","Arrowhead","Independent","MCGREGOR PUBLIC SCHOOL DISTRICT",281,56,0,394
"4167","13-14","Arrowhead","Independent","MESABI EAST SCHOOL DISTRICT",444,188,0,953
"4168","13-14","Arrowhead","Independent","MOOSE LAKE PUBLIC SCHOOL DISTRICT",232,77,1,626
"4169","13-14","Arrowhead","Independent","MOUNTAIN IRON-BUHL SCHOOL DISTRICT",201,100,0,543
"4170","13-14","Arrowhead","Independent","NASHWAUK-KEEWATIN SCHOOL DISTRICT",276,104,0,552
"4171","13-14","Arrowhead","Independent","NETT LAKE PUBLIC SCHOOL DISTRICT",62,17,0,85
"4172","13-14","Arrowhead","Independent","PROCTOR PUBLIC SCHOOL DISTRICT",587,270,6,1771
"4173","13-14","Arrowhead","Independent","SOUTH KOOCHICHING SCHOOL DISTRICT",219,75,0,352
"4174","13-14","Arrowhead","Independent","ST. LOUIS COUNTY SCHOOL DISTRICT",931,331,0,1925
"4175","13-14","Arrowhead","Independent","VIRGINIA PUBLIC SCHOOL DISTRICT",695,223,5,1697
"4176","13-14","Arrowhead","Independent","WRENSHALL PUBLIC SCHOOL DISTRICT",160,55,0,320
"4177","13-14","Central","Charter","KALEIDOSCOPE CHARTER SCHOOL",76,90,0,476
"4178","13-14","Central","Charter","SPECTRUM HIGH SCHOOL",94,57,0,528
"4179","13-14","Central","Charter","STRIDE ACADEMY CHARTER SCHOOL",250,68,18,527
"4180","13-14","Central","Charter","SWAN RIVER MONTESSORI CHARTER SCH",15,26,0,146
"4181","13-14","Central","Cooperatives","CENTRAL MINNESOTA JT. POWERS DIST.",10,0,0,25
"4182","13-14","Central","Ed Districts","BENTON-STEARNS ED. DISTRICT",33,45,0,45
"4183","13-14","Central","Ed Districts","WEST CENTRAL EDUCATION DISTRICT",11,20,0,40
"4184","13-14","Central","Independent","ALBANY PUBLIC SCHOOL DISTRICT",377,255,22,1690
"4185","13-14","Central","Independent","ANNANDALE PUBLIC SCHOOL DISTRICT",454,233,10,1688
"4186","13-14","Central","Independent","BECKER PUBLIC SCHOOL DISTRICT",537,303,31,2779
"4187","13-14","Central","Independent","BELGRADE-BROOTEN-ELROSA SCHOOL DIST",227,73,22,664
"4188","13-14","Central","Independent","BIG LAKE PUBLIC SCHOOL DISTRICT",918,361,53,3234
"4189","13-14","Central","Independent","BUFFALO-HANOVER-MONTROSE PUBLIC SCH",1521,711,48,5786
"4190","13-14","Central","Independent","DASSEL-COKATO PUBLIC SCHOOL DIST.",680,247,9,2220
"4191","13-14","Central","Independent","DELANO PUBLIC SCHOOL DISTRICT",315,269,9,2352
"4192","13-14","Central","Independent","ELK RIVER PUBLIC SCHOOL DISTRICT",2997,1622,403,12861
"4193","13-14","Central","Independent","FOLEY PUBLIC SCHOOL DISTRICT",564,274,4,1822
"4194","13-14","Central","Independent","HOLDINGFORD PUBLIC SCHOOL DISTRICT",263,103,0,1012
"4195","13-14","Central","Independent","HOWARD LAKE-WAVERLY-WINSTED",398,151,11,1097
"4196","13-14","Central","Independent","KIMBALL PUBLIC SCHOOL DISTRICT",196,76,0,662
"4197","13-14","Central","Independent","MAPLE LAKE PUBLIC SCHOOL DISTRICT",212,134,0,909
"4198","13-14","Central","Independent","MELROSE PUBLIC SCHOOL DISTRICT",589,179,220,1341
"4199","13-14","Central","Independent","MONTICELLO PUBLIC SCHOOL DISTRICT",1098,596,84,4025
"4200","13-14","Central","Independent","PAYNESVILLE PUBLIC SCHOOL DISTRICT",358,165,9,960
"4201","13-14","Central","Independent","ROCKFORD PUBLIC SCHOOL DISTRICT",444,174,33,1649
"4202","13-14","Central","Independent","ROCORI PUBLIC SCHOOL DISTRICT",548,192,97,2008
"4203","13-14","Central","Independent","SARTELL-ST. STEPHEN SCHOOL DISTRICT",569,511,33,3681
"4204","13-14","Central","Independent","SAUK CENTRE PUBLIC SCHOOL DISTRICT",353,129,30,938
"4205","13-14","Central","Independent","SAUK RAPIDS-RICE PUBLIC SCHOOLS",1377,667,15,4026
"4206","13-14","Central","Independent","ST. CLOUD PUBLIC SCHOOL DISTRICT",5202,1777,1444,9806
"4207","13-14","Central","Independent","ST. MICHAEL-ALBERTVILLE SCHOOL DIST",754,442,120,5699
"4208","13-14","Central","Sped Coops","MEEKER AND WRIGHT SPECIAL EDUCATION",34,107,0,133
"4209","13-14","Central","Voc Coops","WRIGHT TECHNICAL CENTER",48,0,0,126
"4210","13-14","East Central","Charter","TRIO WOLF CREEK DISTANCE LEARNING",48,21,0,132
"4211","13-14","East Central","Independent","BRAHAM PUBLIC SCHOOL DISTRICT",413,109,5,824
"4212","13-14","East Central","Independent","CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST",1889,581,37,5086
"4213","13-14","East Central","Independent","CHISAGO LAKES SCHOOL DISTRICT",771,337,15,3314
"4214","13-14","East Central","Independent","EAST CENTRAL SCHOOL DISTRICT",385,90,2,742
"4215","13-14","East Central","Independent","HINCKLEY-FINLAYSON SCHOOL DISTRICT",547,114,6,956
"4216","13-14","East Central","Independent","ISLE PUBLIC SCHOOL DISTRICT",235,79,0,484
"4217","13-14","East Central","Independent","MILACA PUBLIC SCHOOL DISTRICT",857,311,9,1876
"4218","13-14","East Central","Independent","MORA PUBLIC SCHOOL DISTRICT",733,207,0,1708
"4219","13-14","East Central","Independent","NORTH BRANCH PUBLIC SCHOOLS",962,368,30,3102
"4220","13-14","East Central","Independent","OGILVIE PUBLIC SCHOOL DISTRICT",297,84,0,535
"4221","13-14","East Central","Independent","ONAMIA PUBLIC SCHOOL DISTRICT",393,165,0,664
"4222","13-14","East Central","Independent","PINE CITY PUBLIC SCHOOL DISTRICT",736,215,16,1689
"4223","13-14","East Central","Independent","PRINCETON PUBLIC SCHOOL DISTRICT",978,377,10,3218
"4224","13-14","East Central","Independent","RUSH CITY PUBLIC SCHOOL DISTRICT",352,83,0,894
"4225","13-14","East Central","Independent","WILLOW RIVER PUBLIC SCHOOL DISTRICT",200,42,2,435
"4226","13-14","East Central","Sped Coops","RUM RIVER SPECIAL EDUCATION COOP",55,75,0,75
"4227","13-14","East Central","Voc Coops","OAK LAND VOCATIONAL COOPERATVE",50,19,0,174
"4228","13-14","Headwater","Charter","NAYTAHWAUSH COMMUNITY SCHOOL",97,26,0,105
"4229","13-14","Headwater","Charter","SCHOOLCRAFT LEARNING COMMUNITY CHTR",104,38,0,189
"4230","13-14","Headwater","Charter","TREKNORTH HIGH SCHOOL",131,43,0,238
"4231","13-14","Headwater","Charter","VOYAGEURS EXPEDITIONARY",73,31,0,87
"4232","13-14","Headwater","Independent","BAGLEY PUBLIC SCHOOL DISTRICT",556,171,0,1013
"4233","13-14","Headwater","Independent","BEMIDJI PUBLIC SCHOOL DISTRICT",2536,774,10,5067
"4234","13-14","Headwater","Independent","BLACKDUCK PUBLIC SCHOOL DISTRICT",388,129,2,617
"4235","13-14","Headwater","Independent","CLEARBROOK-GONVICK SCHOOL DISTRICT",236,68,0,439
"4236","13-14","Headwater","Independent","KELLIHER PUBLIC SCHOOL DISTRICT",204,44,0,251
"4237","13-14","Headwater","Independent","LAKE OF THE WOODS SCHOOL DISTRICT",245,64,0,459
"4238","13-14","Headwater","Independent","LAPORTE PUBLIC SCHOOL DISTRICT",213,66,0,302
"4239","13-14","Headwater","Independent","MAHNOMEN PUBLIC SCHOOL DISTRICT",458,125,0,623
"4240","13-14","Headwater","Independent","NEVIS PUBLIC SCHOOL DISTRICT",295,101,0,561
"4241","13-14","Headwater","Independent","PARK RAPIDS PUBLIC SCHOOL DISTRICT",727,279,6,1466
"4242","13-14","Headwater","Independent","RED LAKE PUBLIC SCHOOL DISTRICT",1105,212,27,1400
"4243","13-14","Headwater","Independent","WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH",394,83,0,572
"4244","13-14","Headwater","Sped Coops","BEMIDJI REGIONAL INTERDIST. COUNCIL",0,0,0,0
"4245","13-14","Mid-Minnesota","Charter","NEW CENTURY ACADEMY",75,47,0,145
"4246","13-14","Mid-Minnesota","Charter","NEW DISCOVERIES MONTESSORI ACADEMY",86,44,2,155
"4247","13-14","Mid-Minnesota","Independent","A.C.G.C. PUBLIC SCHOOL DISTRICT",376,99,0,770
"4248","13-14","Mid-Minnesota","Independent","BIRD ISLAND-OLIVIA-LAKE LILLIAN",395,74,32,736
"4249","13-14","Mid-Minnesota","Independent","BUFFALO LK-HECTOR-STEWART PUBLIC SC",222,85,67,574
"4250","13-14","Mid-Minnesota","Independent","EDEN VALLEY-WATKINS SCHOOL DISTRICT",400,118,3,970
"4251","13-14","Mid-Minnesota","Independent","GLENCOE-SILVER LAKE SCHOOL DISTRICT",641,194,121,1604
"4252","13-14","Mid-Minnesota","Independent","HUTCHINSON PUBLIC SCHOOL DISTRICT",790,348,37,2935
"4253","13-14","Mid-Minnesota","Independent","LESTER PRAIRIE PUBLIC SCHOOL DIST.",140,38,48,418
"4254","13-14","Mid-Minnesota","Independent","LITCHFIELD PUBLIC SCHOOL DISTRICT",646,215,30,1664
"4255","13-14","Mid-Minnesota","Independent","NEW LONDON-SPICER SCHOOL DISTRICT",364,181,12,1393
"4256","13-14","Mid-Minnesota","Independent","RENVILLE COUNTY WEST SCHOOL DIST.",305,84,52,526
"4257","13-14","Mid-Minnesota","Independent","WILLMAR PUBLIC SCHOOL DISTRICT",2243,442,731,4084
"4258","13-14","North Central","Charter","CROSSLAKE COMMUNITY CHARTER SCHOOL",61,26,0,123
"4259","13-14","North Central","Charter","DISCOVERY WOODS MONTESSORI SCHOOL",66,20,0,114
"4260","13-14","North Central","Charter","PILLAGER AREA CHARTER SCHOOL",38,20,0,51
"4261","13-14","North Central","Ed Districts","FRESHWATER ED. DIST.",53,46,0,110
"4262","13-14","North Central","Ed Districts","MID STATE EDUCATION DISTRICT",7,47,0,47
"4263","13-14","North Central","Independent","BERTHA-HEWITT PUBLIC SCHOOL DIST.",222,78,1,415
"4264","13-14","North Central","Independent","BRAINERD PUBLIC SCHOOL DISTRICT",2735,1040,4,6440
"4265","13-14","North Central","Independent","BROWERVILLE PUBLIC SCHOOL DISTRICT",216,69,0,418
"4266","13-14","North Central","Independent","CASS LAKE-BENA PUBLIC SCHOOLS",960,241,0,1111
"4267","13-14","North Central","Independent","CROSBY-IRONTON PUBLIC SCHOOL DIST.",570,187,0,1085
"4268","13-14","North Central","Independent","EAGLE VALLEY PUBLIC SCHOOL DISTRICT",163,42,0,266
"4269","13-14","North Central","Independent","LITTLE FALLS PUBLIC SCHOOL DISTRICT",1099,302,12,2442
"4270","13-14","North Central","Independent","LONG PRAIRIE-GREY EAGLE SCHOOL DIST",499,125,180,886
"4271","13-14","North Central","Independent","MENAHGA PUBLIC SCHOOL DISTRICT",497,144,0,941
"4272","13-14","North Central","Independent","NORTHLAND COMMUNITY SCHOOLS",238,77,0,347
"4273","13-14","North Central","Independent","PEQUOT LAKES PUBLIC SCHOOLS",497,179,1,1603
"4274","13-14","North Central","Independent","PIERZ PUBLIC SCHOOL DISTRICT",442,165,7,1102
"4275","13-14","North Central","Independent","PILLAGER PUBLIC SCHOOL DISTRICT",455,146,0,920
"4276","13-14","North Central","Independent","PINE RIVER-BACKUS SCHOOL DISTRICT",569,180,7,914
"4277","13-14","North Central","Independent","ROYALTON PUBLIC SCHOOL DISTRICT",281,157,0,884
"4278","13-14","North Central","Independent","SEBEKA PUBLIC SCHOOL DISTRICT",278,79,0,493
"4279","13-14","North Central","Independent","STAPLES-MOTLEY SCHOOL DISTRICT",690,183,4,1186
"4280","13-14","North Central","Independent","SWANVILLE PUBLIC SCHOOL DISTRICT",114,54,0,333
"4281","13-14","North Central","Independent","UPSALA PUBLIC SCHOOL DISTRICT",134,32,0,362
"4282","13-14","North Central","Independent","VERNDALE PUBLIC SCHOOL DISTRICT",288,78,0,491
"4283","13-14","North Central","Independent","WADENA-DEER CREEK SCHOOL DISTRICT",544,158,0,986
"4284","13-14","North Central","Independent","WALKER-HACKENSACK-AKELEY SCHL. DIST",372,130,0,731
